Location Name,lat,lon,Deaths,Damage Description,Total Death Description,Total Damage Description
"IRAN:  NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ",35.476,60.784,,1,,1
IRAN:  SOUTHERN: GAJJIABAD,28.355,54.169,1,3,1,3
INDIAN OCEAN:  FELT IN MALDIVES,-2.598,68.382,,,,
CHINA:  YUNNAN PROVINCE,25.975,101.29,16,4,1,4
"JAPAN:  HONSHU:  MIYAGI, IWATE",38.432,141.003,,4,,4
TURKEY:  WESTERN:  BULDAN,38.111,28.887,,1,,1
TURKEY:  WESTERN:  BULDAN,38.019,28.927,,1,,1
BANGLADESH:  RANGAMATI,22.854,92.306,2,2,1,2
SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS,-60.532,-43.411,,1,,1
INDONESIA:  HALMAHERA:  WASILE,1.142,128.152,,2,,2
"PANAMA:  COLON, PANAMA CITY",9.355,-79.941,,1,,1
"GREECE:  LEFKADA, PREVEZA",39.16,20.605,,2,,2
"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",43.77,119.643,4,3,1,3
"CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",29.573,95.605,,1,,1
"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",-45.104,167.144,,1,,1
"ITALY:  LOIANO, MONGHIDORO, MONZUNO",44.329,11.45,,1,,1
JAPAN:  HONSHU:  TOKYO,34.998,140.172,,1,,1
MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK,19.917,95.672,,1,,1
"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",19.777,-70.673,3,3,1,3
JAPAN:  HOKKAIDO,41.815,143.91,,4,1,4
"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",50.038,87.813,3,3,1,3
RUSSIA:  KOSH-AGACH,50,87.89,,1,,1
NEW ZEALAND:  CHRISTCHURCH,-43.34,173.04,,1,,1
"RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK",50.211,87.721,,1,,1
JAPAN:  NEAR S COAST HONSHU:  ATSUGI,35.457,139.871,,1,,1
"DOMINICAN REPUBLIC:   MOCA, SANTIAGO",19.761,-70.693,,1,,1
CHINA:  YUNNAN PROVINCE:  DAYAO,25.954,101.254,3,3,1,3
"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",38.4,100.951,9,4,1,4
JAPAN:  EAST COAST HONSHU,37.812,142.619,,,,
"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",34.712,103.834,1,1,1,1
"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",27.372,103.971,4,2,1,2
ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.146,178.65,,,,
PHILIPPINES:  SAMAR:  CAN-AVID,12.025,125.416,1,2,1,2
CHINA:  YUNNAN PROVINCE:  LUDIAN,27.283,103.753,,4,,4
CHINA:  XINJIANG:  ZHAOSU,42.905,80.515,11,3,1,3
"INDONESIA:  FLORES, RUTENG",-8.137,120.524,,1,,1
"TAIWAN:  T'AI-TUNG, KAO-HSIUN",23.039,121.362,,1,,1
IRAN:  WESTERN:  MASJED-E- SOLEYMAN,31.953,49.209,,1,,1
BULGARIA: POVADIYA,43.083,27.486,,2,,2
"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,2,4,1,4
PANAMA-COSTA RICA:  PUERTO ARMUELLES,8.416,-82.824,2,2,1,2
"IRAN:  SOUTHEASTERN:  BAM, BARAVAT",28.995,58.311,31000,4,4,4
NEW CALEDONIA:  LOYALTY ISLANDS,-22.015,169.766,,,,
"INDONESIA:  BALI, LOMBOK",-8.31,115.788,1,3,1,3
"MEXICO:  GUERRERO, MEXICO CITY",17.488,-101.303,,1,,1
SLOVAKIA:  SLOVENSKO L'UPCA,48.758,19.217,,1,,1
"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES",36.852,3.418,,1,,1
IRAN:  SOUTHERN:  FIRUZABAD,27.695,52.397,,1,,1
INDONESIA:  SERAM,-3.12,127.4,,,,
PANAMA-COSTA RICA:  CHIRIQUI,8.358,-82.877,,1,,1
INDONESIA:  NABIRE,-3.615,135.538,37,2,1,2
INDONESIA:  NABIRE,-4.003,135.023,,1,,1
"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA",31.675,35.551,,2,,2
"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA",34.774,73.216,24,3,1,3
INDONESIA:  SUMATRA:  PADANGPANJANG,-0.466,100.655,5,1,1,
INDONESIA:  SUMATRA:  PESISIR SELATAN,-1.559,100.488,,1,,1
BURUNDI:  RUYAGA,-3.393,29.558,3,1,1,1
"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,628,4,3,4
GREECE:  SOUTHERN:  KALAMATA,37.136,22.116,,1,,1
"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI",45.382,118.256,,4,,4
TURKEY:  ERZURUM,39.93,40.812,10,1,1,1
TURKEY:  ASKALE,39.847,40.874,,1,,1
"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",36.512,71.029,3,,1,
INDONESIA:  SUMATRA:  PADANG,-1.549,100.54,,1,,1
INDONESIA:  BALI,-8.669,114.65,,1,,1
INDONESIA:  TIMOR: KUPANG,-9.362,122.839,,1,,1
TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK,24.081,121.611,2,1,1,1
CHILE: CANETE,-37.695,-73.406,,1,,1
CHINA:  QINGHAI PROVINCE:  DELINGHA,37.506,96.758,,3,,3
IRAN:  KAZERUN,29.881,51.474,,1,,1
PAKISTAN:  QUETTA,30.126,67.121,1,1,1,1
PHILIPPINES:  BOHOL ISLAND:  TUBIGON,9.926,124.038,,1,,1
"IRAN:  MAZANDARAN, QAZVIN, TEHRAN",36.29,51.61,35,4,1,4
"RUSSIA:  SAKHALIN, YUZHNO, SAKHALINSK",47.311,142.12,,1,,1
SAUDI ARABIA: WESTERN,27.836,36.905,,1,,1
"CHILE: CARAHUE, IMPERIAL, TEMUCO",-38.854,-73.155,,1,,1
TURKEY:  DOGUBEYAZIT,39.766,43.979,18,,1,
"SLOVENIA: BOVEC, KOBARID",46.296,13.641,1,1,1,1
AFGHANISTAN: HERAT,34.89,61.852,,2,,2
"NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA",-38,176.51,1,2,1,2
AFGHANISTAN: PAKTIA PROVINCE,33.426,69.524,2,3,1,3
TURKEY:  DOGUBEYAZIT,39.634,43.966,1,1,1,1
TURKEY:  BODRUM,36.833,27.815,,,,
CHINA:  YUNNAN PROVINCE:  LUDIAN,27.266,103.873,4,4,1,4
"TURKEY:  ELAZIG, SIVRICE",38.377,39.261,1,1,1,1
JAPAN:  HONSHU:  W COAST: KYOTO,33.07,136.618,,1,,1
"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",33.184,137.071,,1,,1
ARGENTINA: CATAMARCA,-28.573,-65.84,1,1,1,1
CHINA:  GANSU PROVINCE,34.682,103.781,,3,,3
"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK",54.841,19.912,,1,,1
"CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL",35.819,-120.364,,1,,1
"NICARAGUA:  CHINANDEGA, LEON",11.989,-86.52,,1,,1
IRAN:  GOLESTAN,37.125,54.477,,,,
TAIWAN:  T'AO-YUAN,24.53,122.694,,1,,1
CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.073,99.169,,3,,3
JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.226,138.779,40,4,1,4
JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.284,138.885,,1,,1
"ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN",45.787,26.622,,1,,1
CANADA:  VANCOUVER ISLAND,49.277,-128.772,,,,
GREECE:  CRETE:  ANTIKYTHIRA,35.945,23.115,,1,,1
JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.396,138.862,,1,,1
INDONESIA:  KEPULAUAN ALOR,-8.152,124.868,34,3,1,3
"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO",4.695,-77.508,,3,,3
IRAN:  W,32.023,48.836,,1,,1
"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS",9.602,-84.172,8,3,1,3
"GUADELOUPE:  BASSE-TERRE, LES SAINTES",15.679,-61.706,1,2,1,2
"IRAN:  KHORRAMABAD, POL-E DOKHTAR",33.297,47.977,,1,,1
"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO",-46.676,164.721,,1,,1
ITALY:  NORTHERN:  BRESCIA,45.626,10.559,,2,,2
INDONESIA:  NABIRE,-3.609,135.404,32,4,1,4
"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",43.006,145.119,,1,,1
ALGERIA:  BOUMERDAS,36.848,3.448,,1,,1
TRINIDAD:  MAYARO,10.49,-61.48,,1,,1
"GERMANY:  EMMENDINGEN, FREIBURG IM BREISGAU",48.115,8.077,,1,,1
ALGERIA:  ZEMMOURI,36.865,3.421,,,,
JAPAN:  HOKKAIDO:  KUSHIRO,42.9,145.228,,,,
"INDIA:  HAILAKANDI, CACHAR",24.757,92.539,,1,,1
"JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE",44.119,141.793,,1,,1
TURKEY:  MARMARIS,37.042,28.206,,1,,1
AUSTRALIA:  MACQUARIE ISLAND,-49.312,161.345,,,,
INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,3.316,95.854,1001,4,4,4
IRAN:  GORGAN,37.103,54.574,,,,
JAPAN:  EAST COAST HONSHU,34.064,141.491,,,,
NEW ZEALAND:  NORTH ISLAND,-41.223,175.21,,1,,1
INDONESIA:  SULAWESI:  PALU,-1.198,119.933,1,2,1,2
"ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO",-1.364,-80.785,,2,,2
CHINA:  YUNNAN PROVINCE:  SIMAO,22.526,100.709,,1,,1
TURKEY:  HAKKARI,37.622,43.703,2,1,1,1
"SPAIN:  LA PACA, ZARCILLA DE RAMOS",37.91,-1.82,,2,,2
INDONESIA:  JAVA:  GARUT,-7.037,107.819,1,2,1,2
GUADELOUPE,15.775,-61.744,,,,
CHINA:  XINJIANG PROVINCE:  WUSHI,41.728,79.44,,3,,3
INDIA:  KHASPUR,24.55,92.524,,1,,1
IRAN:  KERMAN PROVINCE:  ZARAND,30.754,56.816,612,4,3,4
PAKISTAN:  QUETTA,30.378,68.038,,1,,1
"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",-26.913,26.789,2,2,1,2
"TURKEY:  CAT, KARLIOVA",39.44,40.978,,2,,2
IRAN:  SARAVAN,27.095,61.887,,1,,1
TURKEY:  EASTERN:  BINGOL PROVINCE,39.354,40.89,,3,,3
"INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA",17.145,73.73,,2,,2
INDIA:  MAHARASHTRA:  DHEBEWADI,17.072,73.668,,1,,1
"JAPAN:  KYUSHU:  FUKUOKA, GENKAI",33.807,130.131,1,2,1,2
INDONESIA:  SUMATERA:  SW,2.085,97.108,1303,4,4,4
INDONESIA:  PADANG,-1.644,99.607,,,,
CHILE:  TARAPACA,-19.987,-69.197,11,,1,
CALIFORNIA:  OFF COAST NORTHERN,41.301,-125.97,,,,
INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.819,97.082,,1,,1
INDONESIA:  SULAWESI:  DONGGALA,-1.174,119.963,,1,,1
ALBANIA:  TROPOJE,42.389,19.812,,1,,1
INDONESIA:  TIMOR:  TIMOR TENGAH UTARA,-9.948,124.48,,1,,1
JAPAN:  HONSHU:  TOKYO,35.498,139.982,,1,,1
"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS",7.92,92.19,,1,,1
CHINA:  DAQING,46.827,125.058,1,,1,
"MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES",45.365,-112.615,,1,,1
"TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI",39.437,33.089,,1,,1
CHINA:  YUNNAN PROVINCE:  HUIZE,26.569,103.036,,2,,2
VIETNAM:  HO CHI MINH CITY,9.985,108.383,,1,,1
IRAN:  FIRUZABAD,28.85,52.56,,1,,1
CHINA:  YUNNAN PROVINCE:  WENSHAN,23.627,104.103,,1,,1
CHILE:  TARAPACA,-19.78,-68.98,,1,,1
INDIA:  MAHARASHTRA,17.398,74.118,,2,,2
JAPAN:  EAST COAST HONSHU,38.276,142.039,,1,,1
INDIA:  UTTARANCHAL:  UTTARKAHI,30.924,78.56,,1,,1
"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE",17.067,73.773,,1,,1
PAPUA NEW GUINEA:  NEW IRELAND,-4.539,153.474,,,,
ETHIOPIA:  DABBAHU,12.471,40.634,,,,2
"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",-5.678,-76.398,5,2,1,2
PERU:  MOQUEGUA,-16.635,-70.794,,1,,1
"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.451,73.649,76213,4,4,4
TURKEY:  IZMIR,38.152,26.751,1,1,1,1
ECUADOR:  BAEZA,-0.507,-77.745,,1,,1
CHINA:  GUANGXI PROVINCE,23.604,107.798,1,1,1,1
PERU:  N,-5.852,-78.704,,,,
JAPAN:  EAST COAST HONSHU,38.107,144.896,,,,
"CHINA:  JIANGXI:  JIUJIANG, RUICHANG",29.695,115.689,16,3,1,3
TURKEY:  DOGANYOL,38.26,38.814,,1,,1
"IRAN:  QESHM, ZIRANG",26.774,55.858,13,2,1,2
CONGO:  KALEMIE,-6.224,29.83,6,1,1,1
"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN",36.357,71.093,5,1,1,1
"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG",30.476,79.255,1,2,1,2
TURKEY:  AKHISAR,38.804,26.783,,1,,1
JAPAN:  HONSHU:  S. OF,31.394,140.131,,,,
GREECE:  SOUTHERN,36.311,23.212,,1,,1
INDONESIA:  BANDA SEA,-5.473,128.131,,,,
INDIA:  SIKKIM,27.382,88.388,2,1,1,1
GREECE-BULGARIA BORDER REGION,41.708,25.544,,,,
MOZAMBIQUE,-21.324,33.583,4,2,1,2
BHUTAN:  TASHIGANG,26.912,91.705,,1,,1
IRAN:  SOUTHERN,28.12,56.865,,2,,2
INDIA:  GUJARAT,23.777,70.899,,1,,1
PAKISTAN:  MIRPUR DISTRICT,33.129,73.887,1,,1,
INDONESIA:  SERAM,-3.595,127.214,,2,1,2
ALGERIA:  NORTHERN,36.623,5.328,4,,1,
IRAN:  SOUTHERN,27.574,55.685,1,1,1,1
INDONESIA:  N. SUMATRA: TAPAKTUAN,3.462,97.224,,1,,1
"IRAN:  WESTERN:  BORUJERD, DORUD",33.5,48.78,70,3,2,3
"CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN",44.624,124.122,,1,,1
TAIWAN:  T'AIT-TUNG,22.868,121.278,,1,,1
PAKISTAN:  BATGRAM,34.6,73.136,,1,,1
INDIA:  GUJARAT,23.322,70.477,,1,,1
GREECE:  ZAKYNTHOS,37.64,20.92,,1,,1
CHINA:  TIBET (XIZANG PROVINCE),31.607,90.413,,1,,1
RUSSIA:  KORYAKSKIY,60.949,167.089,,4,,4
TONGA ISLANDS,-20.187,-174.123,,1,,1
PANAMA:  BOQUETE,8.898,-82.543,,1,,1
IRAN:  ZARAND,30.79,56.7,,1,,1
INDONESIA:  SUMATRA:  KALIANDAK,-5.575,105.395,,1,,1
"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA",-7.961,110.446,5749,4,4,4
IRAN:  SOUTHERN:  QESHM,26.759,55.843,2,1,1,1
TURKEY:  HAKKARI,37.605,43.787,,1,,1
MALAWI:  SALIMA,-14.52,34.28,,1,,1
JAPAN:  KYUSHU,33.129,131.141,,,,
ALBANIA:  TEPELENE,40.27,19.96,,1,,1
CHINA:  GANSU PROVINCE,33.068,104.95,,1,,1
INDONESIA:  JAVA,-9.254,107.411,,,3,4
CHINA:  YANJIN,27.995,104.138,22,,1,
TAJIKISTAN:  PANJ-QUMSANGIR,37.255,68.828,3,,1,
ARGENTINA:  MENDOZA,-33.131,-68.707,,1,,1
TAJIKISTAN:  DUSHANBE (STALINABAD),38.246,69.22,,1,,1
FRANCE,45.84,-0.14,,1,,1
CHINA:  SICHUAN PROVINCE,28.012,104.151,1,2,1,2
GULF OF MEXICO,26.319,-86.606,,,,
SAMOA ISLANDS,-16.592,-172.033,,,,
TRINIDAD:  PORT-OF-SPAIN,10.876,-61.756,,1,,1
TRINIDAD:  GASPARILLO,10.814,-61.758,1,,1,
HAWAIIAN ISLANDS,19.878,-155.935,,4,,4
PERU:  CENTRAL,-13.457,-76.677,,1,,1
CHINA:  HUBEI,31.56,113.21,,2,,2
CHINA:  NEI MONGOL,43.469,119.558,,3,,3
TAIWAN REGION,20.656,119.997,,,,
RUSSIA:  KURIL ISLANDS,46.592,153.266,,,,2
FRANCE:  PYRENEES,42.99,-0.05,,1,,1
HUNGARY:  BEREGDAROC,48.195,22.46,,1,,1
CHINA:  XINJIANG PROVINCE:  NORTH,44.229,83.524,,2,,2
INDONESIA:  SULAWESI: PINRANG,-3.728,119.233,,1,,1
INDONESIA:  HALMAHERA:  MOROTAI,2.52,128.283,,2,,2
INDONESIA:  SUMABAWA:  BIMA,-8.251,118.777,1,1,1,1
SWITZERLAND:  BASEL,47.58,7.6,,1,,1
THAILAND:  MAE RIM,18.901,98.916,,1,,1
"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI",0.626,99.859,7,3,1,3
INDIA:  RAJASTHAN,26.88,76.15,,,,1
KYRGYZSTAN:  KOCHKOR,42.156,76.163,,3,,2
TAIWAN:  PINGTUNG,21.799,120.547,2,1,1,1
HUNGARY:  BUDAPEST,47.449,19.343,,1,,1
KYRGYZSTAN:  ISFARIA,39.803,70.311,,2,,2
CHINA:  GANSU PROVINCE,37.021,103.911,,3,,3
CHINA:  GANSU PROVINCE,33.259,104.74,,1,,1
RUSSIA:  KURIL ISLANDS,46.243,154.524,,,,
TURKEY:  E,39.592,42.863,,1,,1
INDONESIA:  MOLUCCA ISLANDS:  N,1.065,126.282,4,1,1,1
PHILIPPINES:  MINDANAO,6.614,126.24,,1,,1
"TURKEY:  DOGANKOY, PUTURGE, SIVRICE",38.318,39.267,,1,,1
INDONESIA:  SUMATRA:  SOUTHERN,-0.493,100.498,67,3,2,3
"COLOMBIA:  CAUCA, SOTARA, PURACE,",2.082,-76.495,,1,,1
IRAN:  WESTERN:  DORUD,33.49,48.93,,1,,1
VANUATU ISLANDS,-20.617,169.357,,,,
JAPAN:  HONSHU:  W COAST,37.336,136.588,1,3,1,3
"GREECE:  ARGOSTOLION, KEFALLINIA",38.34,20.42,,1,,1
SOLOMON ISLANDS,-8.466,157.043,2,3,2,3
"MEXICO:  GUERRERO, ATOYAC",17.302,-100.198,,1,,1
JAPAN:  HONSHU:  W,34.807,136.239,,2,,2
ALBANIA:  TIRANA,41.172,19.897,,1,,
CHILE:  SOUTHERN,-45.243,-72.648,2,1,1,1
UNITED KINGDOM:  ENGLAND:  FOLKESTONE,51.085,1.009,,1,,1
MONTANA:  SHERIDAN,45.394,-112.13,,1,,1
"LAOS:  BOKEO;  THAILAND:  CHIANG RAI, CHIAN SAEN",20.504,100.746,,1,,1
INDONESIA: LABUHA,-1.065,127.343,,1,,1
CHINA:  YUNNAN PROVINCE:  NING'ER,23.028,101.052,3,4,1,4
GUATEMALA:  GUATEMALA CITY,13.554,-90.618,,1,,1
IRAN:  QOM,34.437,50.833,,1,,1
ECUADOR:  ZARUMA,-3.987,-79.836,,1,,
JAPAN:  HONSHU:  W COAST,37.57,138.478,9,4,1,4
CHINA:  XINJIANG:  TEKES,42.913,82.378,,2,,2
CALIFORNIA:  MONTCLAIR,37.804,-122.193,,1,,1
"TAJIKISTAN:  RASHT, ASHT",38.936,70.485,12,,1,
"INDIA:  UTTARKASHI, CHAMOLI, MUZAFFARNAGAR",30.881,78.239,,1,,1
INDONESIA:  MALUKU:  N,2.872,127.464,,1,,1
VANUATU ISLANDS:  LUGANVILLE,-15.595,167.68,,1,,1
RUSSIA:  TATAR STRAIT,47.116,141.798,2,1,1,1
ALASKA:  ALEUTIAN ISLANDS,51.307,-179.971,,,,
UTAH:  HUNTINGTON,39.465,-111.237,9,,1,
INDONESIA:  JAVA,-5.968,107.655,,,,
"PERU:  ICA, PISCO, LIMA",-13.386,-76.603,514,4,3,4
UTAH,39.464,-111.207,3,,1,
INDIA:  MAHARASHTRA:  SATARA,17.2,73.7,,1,,1
"IRAN:  HADJI ABAD, ORZUIYEH",28.154,56.652,,,,
SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.61,165.762,,,,
INDONESIA:  SITUBONDO,-7.783,114.338,,1,,1
"COLOMBIA:  NARINO, EL CHARCO, ISCUANDE, LA TOLA",2.982,-77.967,,1,,1
INDONESIA:  SUMATRA,-4.438,101.367,25,3,1,3
INDONESIA:  SUMATRA,-2.625,100.841,,,,
JAPAN:  VOLCANO ISLANDS,22.013,142.668,,,,
NEW ZEALAND:  AUCKLAND ISLANDS,-49.418,163.954,,,,
NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND,-44.785,167.583,,1,,1
PAKISTAN:  GHANCHE,35.304,76.753,1,,1,
CALIFORNIA:  SAN JOSE,37.434,-121.774,,1,,1
INDIA:  GUJARAT,21.181,70.724,1,1,1,1
PHILIPPINES:  BOHOL ISLAND:  MABINI,9.721,124.647,1,,1,
"BANGLADESH:  CHITTAGONG, BANDARBAN, RANGAMATI",22.15,92.388,,1,,1
"CHILE:  TOCOPILLA, MARIA ELENA",-22.247,-69.89,2,3,1,3
PERU-ECUADOR:  GUAYAQUIL,-2.312,-77.838,,1,,1
"IRAN:  WESTERN:  QAL' EH-YE TOL, KHUZESTAN",31.68,49.93,,1,,1
INDONESIA:  SUMBAWA ISLAND,-8.277,118.339,3,2,1,2
"INDIA:  BADAUN, MEERUT, NOIDA, REWARI",28.555,77.057,,1,,1
MARTINIQUE,14.944,-61.274,1,1,1,1
BRAZIL:  MINAS GERAIS,-15.048,-44.231,1,2,1,2
KERMADEC ISLANDS,-25.996,-177.514,,,,
"CHILE:  OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO",-32.689,-71.695,,1,,1
NEW ZEALAND:  OFF COAST NORTH ISLAND,-39.011,178.291,1,1,1,1
"TURKEY:  CENTRAL:  YENIYAPAN, ABAZLAR, SUYUGUZEL",39.417,33.212,,1,,1
TURKEY:  CENTRAL:  ANKARA,39.446,33.162,,3,,3
KYRGYZSTAN:  OSH,40.288,72.985,,3,,3
"GUATEMALA:  COLOMBA, FLORES, COSTA CUCA",14.129,-91.479,,1,,1
"INDONESIA: NEW GUINEA: MANOKWARI,",-0.795,134.012,,1,,1
ALGERIA:  ORAN,35.616,-0.57,1,2,1,2
"INDIA-BANGLADESH:  RANGAMATI, BANGLADESH",22.761,92.333,,1,,1
INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.011,97.442,1,1,1,1
CONGO:  BUKAVU,-2.296,28.9,38,3,1,3
INDIA:  WEST BENGAL,23.433,87.111,1,2,1,2
MEXICO:  BAJA CALIFORNIA,32.456,-115.315,,1,,1
IRAN:  NASIRABAD,31.73,51.2,,1,,1
RWANDA:  GISENYI,-2.404,28.918,1,1,1,1
LEBANON-SYRIA:  BAALBEC,33.327,35.305,,1,,1
INDONESIA:  SUMATERA:  ACEH PROVINCE,2.768,95.964,3,,1,
NEVADA:  WELLS,41.153,-114.867,,2,,2
INDONESIA:  SUMATRA:  PADANG,-2.486,99.972,,1,,1
UNITED KINGDOM:  ENGLAND:  LINCOLNSHIRE,53.403,-0.332,,1,,1
BRAZIL:  SOBRAL,-3.7,-40.35,,1,,1
INDIA:  GUJARAT,23.33,70.592,,1,,1
CHINA:  XINJIANG PROVINCE,35.49,81.467,,3,,3
PERU:  OFF COAST,-12.178,-77.164,,1,,1
NEW CALEDONIA: LOYALTY ISLANDS,-20.071,168.892,,,,
GUATEMALA,13.564,-90.599,,1,,1
ILLINOIS:  WEST SALEM,38.452,-87.886,,1,,1
NEVADA:  FALLON,39.52,-119.93,,1,,1
VANUATU ISLANDS,-19.941,168.953,,,,
"IRAN:  LORESTAN, BOROUJERD",33.86,48.59,,1,,1
JAPAN:  HONSHU:  E COAST,36.158,141.521,,1,,1
CHINA:  SICHUAN PROVINCE,30.98,103.396,87652,4,4,4
BRAZIL:  ALCANTARAS,-3.91,-40.44,,1,,1
"COLOMBIA:  META, QUETAME",4.33,-73.764,6,1,1,1
CHINA:  SICHUAN PROVINCE,32.57,105.424,8,4,1,4
PANAMA-COSTA RICA,8.423,-82.968,,1,,1
CHINA:  SICHUAN PROVINCE,32.71,105.54,,3,,3
ICELAND: REYKJAVIK,64.004,-21.012,,1,,1
ALGERIA:  ORAN,35.883,-0.658,1,2,1,2
INDIA:  MANPUR,24.702,84.964,,1,,1
"GREECE:  ACHAIA, ILEIA",37.963,21.525,2,3,1,3
JAPAN:  HONSHU:  TOKYO,39.03,140.881,13,3,1,3
"PERU:  CENTRAL:  OXAPAMPA, HUANCABAMBA",-10.368,-75.512,,1,,1
IRAN:  NE:  KATKAN,35.5,58.8,,1,,1
RUSSIA:  SEA OF OKHOTSK,53.882,152.886,,,,
PERU:  AREQUIPA,-15.986,-71.748,1,1,1,1
JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,,,,
JAPAN:  HONSHU:  N,39.802,141.464,1,2,1,2
CHINA:  SICHUAN PROVINCE,32.747,105.542,1,3,1,3
CALIFORNIA:  LOS ANGELES,33.953,-117.761,,1,,1
CHINA:  SICHUAN PROVINCE,32.036,104.722,,2,,2
CHINA:  SICHUAN PROVINCE,32.756,105.494,4,1,1,1
VENEZUELA:  CARIACO-CUMANA,10.514,-64.171,,1,,1
PHILIPPINES:  LUZON:  LEGASPI,12.897,124.319,,1,,1
CHINA:  YUNNAN PROVINCE,25.051,97.919,,3,,3
CHINA:  YUNNAN PROVINCE,25.044,97.684,5,3,1,3
NEW ZEALAND:  NORTH ISLAND,-39.715,176.851,,2,,1
CHINA:  TIBET (XIZANG PROVINCE),30.901,83.52,,2,,2
ATLANTIC OCEAN:  SOUTH,-52.533,26.417,,,,
RUSSIA: LAKE BAYKAL (BAIKAL),51.607,104.158,,1,,1
CHINA:  SICHUAN PROVINCE,26.272,101.937,43,4,1,4
TURKEY:  ADIYAMAN,37.507,38.503,,1,,1
INDONESIA:  SUMATRA:  SOUTHERN,-3.935,103.058,2,2,1,2
IRAN:  HORMOZGAN PROVINCE,26.743,55.828,7,3,1,3
JAPAN:  HOKKAIDO,41.892,143.754,,,,
INDIA:  MAHARASHTRA,17.438,73.915,1,3,1,3
KYRGYZSTAN: NURA,39.533,73.824,74,2,2,2
CHINA:  TIBET (XIZANG PROVINCE),29.807,90.35,9,2,1,2
RUSSIA:  CAUCASUS:  CHECHNYA,43.372,46.254,13,3,1,3
PAKISTAN:  QUETTA,30.639,67.351,215,4,3,4
PAKISTAN:  ZIARAT,30.598,67.455,,2,,2
CHINA:  QINGHAI PROVINCE,37.565,95.833,,2,,2
INDONESIA:  MINAHASSA PENINSULA,1.271,122.091,6,3,1,3
"PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES",8.267,-82.967,,1,,1
